ncdsid	n0sex	n7math	n7age	zn7math	n7mathage	n11math	n11age	zn11math	n11mathage	n16math	n16age	zn16math	n16mathage	x
N11747D	1	6	7	.354815799935878	7.35481579993588	16	11.0833333333333	-.0775691016439184	10.878216510419	-1	 	 	 	1
N11748E	1	6	7	.354815799935878	7.35481579993588	18	11.0833333333333	.116081798137701	11.1822484230762	11	16	-.270474111382923	15.3806142849331	1
N11749F	0	3	7.08333333333333	-.852348988133363	6.14765101186664	17	11.5	.0192563482468914	11.0302324667476	15	15.9166666666667	.301635284717765	16.6907448020037	1
N11750Y	0	2	7	-1.25473725082311	5.74526274917689	12	11.1666666666667	-.464870901207157	10.2701526851048	11	16	-.270474111382923	15.3806142849331	1
N11751Z	1	3	7.16666666666667	-.852348988133363	6.14765101186664	-1	 	 	 	9	16	-.556528809433267	14.7255490263978	1
N11752A	1	3	7	-.852348988133363	6.14765101186664	14	11.3333333333333	-.271220001425538	10.5741845977619	-1	 	 	 	1
N11753B	0	4	7.33333333333333	-.449960725443616	6.55003927455638	3	11.1666666666667	-1.33629995022445	8.90200907814762	0	16.25	-1.84377495065981	11.777755362989	1
N11755D	0	2	7	-1.25473725082311	5.74526274917689	-1	 	 	 	9	16	-.556528809433267	14.7255490263978	1
N11756E	0	5	7.08333333333333	-.047572462753869	6.95242753724613	15	11.1666666666667	-.174394551534728	10.7262005540905	14	16	.158607935692593	16.363212172736	1
N11757F	1	5	7.08333333333333	-.047572462753869	6.95242753724613	9	11.25	-.755347250879587	9.81410481611905	7	15.9166666666667	-.842583507483611	14.0704837678625	1
N11758G	0	7	7.08333333333333	.757204062625625	7.75720406262563	-1	 	 	 	-1	 	 	 	1
N11759H	1	5	7.08333333333333	-.047572462753869	6.95242753724613	16	11.1666666666667	-.0775691016439184	10.878216510419	9	16.0833333333333	-.556528809433267	14.7255490263978	1
N11760A	1	10	7	1.96436885069487	8.96436885069487	39	11.0833333333333	2.14941624584471	14.3745835059762	29	16	2.30401817107017	21.2762016117507	1
N11762C	1	1	7	-1.65712551351286	5.34287448648714	10	11.0833333333333	-.658521800988777	9.96612077244762	8	16	-.699556158458439	14.3980163971302	1
N11763D	1	7	7	.757204062625625	7.75720406262563	22	11.1666666666667	.50338359770094	11.7903122483905	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N11764E	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	-1	 	 	 	-1	 	 	 	1
N11767H	0	3	7.08333333333333	-.852348988133363	6.14765101186664	14	11.1666666666667	-.271220001425538	10.5741845977619	3	16.25	-1.4146929035843	12.760353250792	1
N11768J	1	3	7.08333333333333	-.852348988133363	6.14765101186664	18	11.0833333333333	.116081798137701	11.1822484230762	10	16	-.413501460408095	15.0530816556655	1
N11769K	0	8	7.08333333333333	1.15959232531537	8.15959232531537	11	11.0833333333333	-.561696351097967	10.1181367287762	4	16.0833333333333	-1.27166555455913	13.0878858800596	1
N11770C	0	4	7	-.449960725443616	6.55003927455638	18	11.1666666666667	.116081798137701	11.1822484230762	18	16.0833333333333	.730717331793281	17.6733426898066	1
N11772E	0	6	7	.354815799935878	7.35481579993588	-1	 	 	 	5	16	-1.12863820553395	13.4154185093272	1
N11774G	1	5	7	-.047572462753869	6.95242753724613	36	11.1666666666667	1.85893989617228	13.9185356369905	10	15.9166666666667	-.413501460408095	15.0530816556655	1
N11775H	0	2	7	-1.25473725082311	5.74526274917689	9	11.8333333333333	-.755347250879587	9.81410481611905	-1	 	 	 	1
N11776J	0	7	7	.757204062625625	7.75720406262563	27	11.5	.987510847154989	12.5503920300333	21	16	1.1597993788688	18.6559405776095	1
N11778L	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	-1	 	 	 	-1	 	 	 	1
N11779M	1	4	7	-.449960725443616	6.55003927455638	32	11.0833333333333	1.47163809660904	13.3104718116762	9	16	-.556528809433267	14.7255490263978	1
N11780E	1	3	7	-.852348988133363	6.14765101186664	12	11.3333333333333	-.464870901207157	10.2701526851048	10	16	-.413501460408095	15.0530816556655	1
N11781F	0	6	7.5	.354815799935878	7.35481579993588	8	11.1666666666667	-.852172700770396	9.66208885979048	-1	 	 	 	1
N11782G	0	4	7	-.449960725443616	6.55003927455638	21	11.1666666666667	.40655814781013	11.6382962920619	21	16.0833333333333	1.1597993788688	18.6559405776095	1
N11784J	1	10	7.08333333333333	1.96436885069487	8.96436885069487	36	11.3333333333333	1.85893989617228	13.9185356369905	-1	 	 	 	1
N11785K	0	4	7.08333333333333	-.449960725443616	6.55003927455638	-1	 	 	 	-1	 	 	 	1
N11786L	0	10	7.08333333333333	1.96436885069487	8.96436885069487	-1	 	 	 	-1	 	 	 	1
N11787M	1	4	7	-.449960725443616	6.55003927455638	4	11.0833333333333	-1.23947450033364	9.05402503447619	-1	 	 	 	1
N11788N	1	0	7.16666666666667	-2.0595137762026	4.94048622379739	0	11.1666666666667	-1.62677629989687	8.44596120916191	5	16	-1.12863820553395	13.4154185093272	1
N11789P	0	0	7	-2.0595137762026	4.94048622379739	-1	 	 	 	-1	 	 	 	1
N11791H	1	0	7.16666666666667	-2.0595137762026	4.94048622379739	-1	 	 	 	-1	 	 	 	1
N11792J	1	3	7	-.852348988133363	6.14765101186664	29	11.0833333333333	1.18116174693661	12.8544239426905	19	16	.873744680818453	18.0008753190743	1
N11793K	0	5	7.08333333333333	-.047572462753869	6.95242753724613	11	11.25	-.561696351097967	10.1181367287762	4	16.0833333333333	-1.27166555455913	13.0878858800596	1
N11794L	0	6	7	.354815799935878	7.35481579993588	25	11.0833333333333	.79385994737337	12.2463601173762	-1	 	 	 	1
N11795M	1	5	7	-.047572462753869	6.95242753724613	26	11.1666666666667	.890685397264179	12.3983760737048	10	16	-.413501460408095	15.0530816556655	1
N11796N	1	7	7.08333333333333	.757204062625625	7.75720406262563	15	11.1666666666667	-.174394551534728	10.7262005540905	20	16	1.01677202984362	18.3284079483419	1
N11797P	1	9	7	1.56198058800512	8.56198058800512	26	11.1666666666667	.890685397264179	12.3983760737048	21	16	1.1597993788688	18.6559405776095	1
N11799R	0	7	7.08333333333333	.757204062625625	7.75720406262563	28	11.1666666666667	1.0843362970458	12.7024079863619	18	16.0833333333333	.730717331793281	17.6733426898066	1
N11800R	0	2	7.16666666666667	-1.25473725082311	5.74526274917689	-1	 	 	 	1	16.0833333333333	-1.70074760163464	12.1052879922567	1
N11802T	1	6	7.16666666666667	.354815799935878	7.35481579993588	28	11.1666666666667	1.0843362970458	12.7024079863619	14	16.0833333333333	.158607935692593	16.363212172736	1
N11804V	0	7	7.08333333333333	.757204062625625	7.75720406262563	17	11.1666666666667	.0192563482468914	11.0302324667476	-1	 	 	 	1
N11805W	1	9	7	1.56198058800512	8.56198058800512	26	11.1666666666667	.890685397264179	12.3983760737048	-1	 	 	 	1
N11806X	1	3	7.08333333333333	-.852348988133363	6.14765101186664	-1	 	 	 	-1	 	 	 	1
N11807Y	1	0	7	-2.0595137762026	4.94048622379739	3	11.1666666666667	-1.33629995022445	8.90200907814762	10	16	-.413501460408095	15.0530816556655	1
N11808Z	1	6	7	.354815799935878	7.35481579993588	20	11.0833333333333	.309732697919321	11.4862803357333	11	16	-.270474111382923	15.3806142849331	1
N11809A	0	1	7.08333333333333	-1.65712551351286	5.34287448648714	4	11.1666666666667	-1.23947450033364	9.05402503447619	7	16	-.842583507483611	14.0704837678625	1
N11811U	0	6	7	.354815799935878	7.35481579993588	18	11.25	.116081798137701	11.1822484230762	13	16	.0155805866674209	16.0356795434684	1
N11812V	1	3	7.08333333333333	-.852348988133363	6.14765101186664	7	11.25	-.948998150661206	9.51007290346191	11	16	-.270474111382923	15.3806142849331	1
N11813W	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	-1	 	 	 	-1	 	 	 	1
N11815Y	0	3	7.33333333333333	-.852348988133363	6.14765101186664	10	11.1666666666667	-.658521800988777	9.96612077244762	9	16.0833333333333	-.556528809433267	14.7255490263978	1
N11816Z	0	5	7.33333333333333	-.047572462753869	6.95242753724613	18	11.1666666666667	.116081798137701	11.1822484230762	12	16	-.127446762357751	15.7081469142007	1
N11817A	0	4	7	-.449960725443616	6.55003927455638	-1	 	 	 	-1	 	 	 	1
N11818B	0	6	7.08333333333333	.354815799935878	7.35481579993588	11	11.1666666666667	-.561696351097967	10.1181367287762	12	16.0833333333333	-.127446762357751	15.7081469142007	1
N11819C	1	6	7.08333333333333	.354815799935878	7.35481579993588	16	11.1666666666667	-.0775691016439184	10.878216510419	-1	 	 	 	1
N11820V	0	3	7.08333333333333	-.852348988133363	6.14765101186664	15	11.1666666666667	-.174394551534728	10.7262005540905	18	16	.730717331793281	17.6733426898066	1
N11821W	1	3	7.08333333333333	-.852348988133363	6.14765101186664	23	11.25	.60020904759175	11.942328204719	18	16	.730717331793281	17.6733426898066	1
N11822X	0	5	7	-.047572462753869	6.95242753724613	18	11.3333333333333	.116081798137701	11.1822484230762	20	16.0833333333333	1.01677202984362	18.3284079483419	1
N11823Y	1	3	7	-.852348988133363	6.14765101186664	16	11.0833333333333	-.0775691016439184	10.878216510419	10	16	-.413501460408095	15.0530816556655	1
N11825A	0	3	7.16666666666667	-.852348988133363	6.14765101186664	5	11.0833333333333	-1.14264905044283	9.20604099080476	10	16	-.413501460408095	15.0530816556655	1
N11828D	0	9	7.08333333333333	1.56198058800512	8.56198058800512	36	11.1666666666667	1.85893989617228	13.9185356369905	28	16	2.160990822045	20.948668982483	1
N11829E	0	6	7	.354815799935878	7.35481579993588	28	11.0833333333333	1.0843362970458	12.7024079863619	15	15.9166666666667	.301635284717765	16.6907448020037	1
N11830X	1	7	7.08333333333333	.757204062625625	7.75720406262563	18	11.25	.116081798137701	11.1822484230762	12	15.9166666666667	-.127446762357751	15.7081469142007	1
N11832Z	1	6	7	.354815799935878	7.35481579993588	13	11.1666666666667	-.368045451316348	10.4221686414333	-1	 	 	 	1
N11833A	1	8	7.16666666666667	1.15959232531537	8.15959232531537	15	11.1666666666667	-.174394551534728	10.7262005540905	17	16.0833333333333	.587689982768109	17.345810060539	1
N11834B	0	4	7	-.449960725443616	6.55003927455638	-1	 	 	 	-1	 	 	 	1
N11835C	1	4	7.08333333333333	-.449960725443616	6.55003927455638	5	11.1666666666667	-1.14264905044283	9.20604099080476	9	16	-.556528809433267	14.7255490263978	1
N11837E	1	8	7	1.15959232531537	8.15959232531537	35	11.1666666666667	1.76211444628147	13.7665196806619	28	16.25	2.160990822045	20.948668982483	1
N11838F	1	2	7	-1.25473725082311	5.74526274917689	-1	 	 	 	-1	 	 	 	1
N11840Z	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	5	11.0833333333333	-1.14264905044283	9.20604099080476	3	15.9166666666667	-1.4146929035843	12.760353250792	1
N11841A	0	6	7	.354815799935878	7.35481579993588	20	11.0833333333333	.309732697919321	11.4862803357333	12	16	-.127446762357751	15.7081469142007	1
N11843C	0	9	7.08333333333333	1.56198058800512	8.56198058800512	28	11.1666666666667	1.0843362970458	12.7024079863619	16	16	.444662633742937	17.0182774312713	1
N11844D	0	5	7	-.047572462753869	6.95242753724613	5	11.1666666666667	-1.14264905044283	9.20604099080476	11	16.25	-.270474111382923	15.3806142849331	1
N11845E	1	7	7	.757204062625625	7.75720406262563	29	11.1666666666667	1.18116174693661	12.8544239426905	-1	 	 	 	1
N11848H	0	6	7.16666666666667	.354815799935878	7.35481579993588	31	11.0833333333333	1.37481264671823	13.1584558553476	23	16.0833333333333	1.44585407691914	19.3110058361448	1
N11849J	1	9	7.08333333333333	1.56198058800512	8.56198058800512	-1	 	 	 	25	16.0833333333333	1.73190877496948	19.9660710946801	1
N11850B	1	4	7	-.449960725443616	6.55003927455638	18	11	.116081798137701	11.1822484230762	9	16	-.556528809433267	14.7255490263978	1
N11851C	1	7	7	.757204062625625	7.75720406262563	-1	 	 	 	26	15.9166666666667	1.87493612399466	20.2936037239478	1
N11853E	0	6	7	.354815799935878	7.35481579993588	4	11.1666666666667	-1.23947450033364	9.05402503447619	-1	 	 	 	1
N11854F	0	9	7	1.56198058800512	8.56198058800512	37	11.1666666666667	1.95576534606309	14.070551593319	27	16	2.01796347301983	20.6211363532154	1
N11855G	1	7	7.08333333333333	.757204062625625	7.75720406262563	23	11.1666666666667	.60020904759175	11.942328204719	21	16.1666666666667	1.1597993788688	18.6559405776095	1
N11856H	0	3	7	-.852348988133363	6.14765101186664	11	11.1666666666667	-.561696351097967	10.1181367287762	-1	 	 	 	1
N11858K	1	8	7	1.15959232531537	8.15959232531537	27	11.1666666666667	.987510847154989	12.5503920300333	-1	 	 	 	1
N11859L	0	10	7.25	1.96436885069487	8.96436885069487	33	11.0833333333333	1.56846354649985	13.4624877680048	-1	 	 	 	1
N11860D	0	4	7	-.449960725443616	6.55003927455638	11	11.0833333333333	-.561696351097967	10.1181367287762	-1	 	 	 	1
N11861E	1	2	7	-1.25473725082311	5.74526274917689	11	11.1666666666667	-.561696351097967	10.1181367287762	5	15.9166666666667	-1.12863820553395	13.4154185093272	1
N11862F	1	5	7	-.047572462753869	6.95242753724613	18	11.1666666666667	.116081798137701	11.1822484230762	8	16	-.699556158458439	14.3980163971302	1
N11864H	0	5	7	-.047572462753869	6.95242753724613	24	11.1666666666667	.69703449748256	12.0943441610476	23	16	1.44585407691914	19.3110058361448	1
N11865J	1	6	7.08333333333333	.354815799935878	7.35481579993588	18	11.1666666666667	.116081798137701	11.1822484230762	8	16.25	-.699556158458439	14.3980163971302	1
N11866K	1	4	7	-.449960725443616	6.55003927455638	6	11.1666666666667	-1.04582360055202	9.35805694713333	-1	 	 	 	1
N11867L	0	9	7.08333333333333	1.56198058800512	8.56198058800512	9	11.1666666666667	-.755347250879587	9.81410481611905	5	16	-1.12863820553395	13.4154185093272	1
N11868M	0	8	7.08333333333333	1.15959232531537	8.15959232531537	-1	 	 	 	-1	 	 	 	1
N11869N	1	2	7.16666666666667	-1.25473725082311	5.74526274917689	10	11.1666666666667	-.658521800988777	9.96612077244762	14	16	.158607935692593	16.363212172736	1
N11870F	1	6	7	.354815799935878	7.35481579993588	-1	 	 	 	-1	 	 	 	1
N11871G	1	7	7	.757204062625625	7.75720406262563	17	11.1666666666667	.0192563482468914	11.0302324667476	11	16.25	-.270474111382923	15.3806142849331	1
N11872H	0	7	7.08333333333333	.757204062625625	7.75720406262563	16	11.1666666666667	-.0775691016439184	10.878216510419	17	15.9166666666667	.587689982768109	17.345810060539	1
N11873J	1	4	7.08333333333333	-.449960725443616	6.55003927455638	4	11.1666666666667	-1.23947450033364	9.05402503447619	-1	 	 	 	1
N11874K	1	4	7	-.449960725443616	6.55003927455638	9	11.3333333333333	-.755347250879587	9.81410481611905	9	16.1666666666667	-.556528809433267	14.7255490263978	1
N11875L	0	3	7.75	-.852348988133363	6.14765101186664	8	12.25	-.852172700770396	9.66208885979048	-1	 	 	 	1
N11876M	0	1	7.08333333333333	-1.65712551351286	5.34287448648714	4	11.0833333333333	-1.23947450033364	9.05402503447619	9	16	-.556528809433267	14.7255490263978	1
N11877N	1	1	7	-1.65712551351286	5.34287448648714	-1	 	 	 	-1	 	 	 	1
N11878P	0	4	7.08333333333333	-.449960725443616	6.55003927455638	6	11.25	-1.04582360055202	9.35805694713333	5	15.9166666666667	-1.12863820553395	13.4154185093272	1
N11879Q	0	1	7	-1.65712551351286	5.34287448648714	-1	 	 	 	-1	 	 	 	1
N11881J	1	8	7.08333333333333	1.15959232531537	8.15959232531537	-1	 	 	 	-1	 	 	 	1
N11882K	1	2	7.16666666666667	-1.25473725082311	5.74526274917689	26	11.1666666666667	.890685397264179	12.3983760737048	23	16.5	1.44585407691914	19.3110058361448	1
N11883L	0	10	7.16666666666667	1.96436885069487	8.96436885069487	35	11.0833333333333	1.76211444628147	13.7665196806619	-1	 	 	 	1
N11884M	1	4	7.08333333333333	-.449960725443616	6.55003927455638	-1	 	 	 	-1	 	 	 	1
N11885N	0	0	7	-2.0595137762026	4.94048622379739	-1	 	 	 	-1	 	 	 	1
N11886P	0	8	7	1.15959232531537	8.15959232531537	30	11.3333333333333	1.27798719682742	13.006439899019	-1	 	 	 	1
N11887Q	1	3	7.08333333333333	-.852348988133363	6.14765101186664	4	11.3333333333333	-1.23947450033364	9.05402503447619	8	16.0833333333333	-.699556158458439	14.3980163971302	1
N11888R	0	5	7	-.047572462753869	6.95242753724613	-1	 	 	 	11	16	-.270474111382923	15.3806142849331	1
N11891L	1	1	7	-1.65712551351286	5.34287448648714	8	11.0833333333333	-.852172700770396	9.66208885979048	-1	 	 	 	1
N11892M	0	4	7	-.449960725443616	6.55003927455638	-1	 	 	 	11	16	-.270474111382923	15.3806142849331	1
N11894P	0	8	7.08333333333333	1.15959232531537	8.15959232531537	-1	 	 	 	-1	 	 	 	1
N11895Q	1	9	7	1.56198058800512	8.56198058800512	23	11.1666666666667	.60020904759175	11.942328204719	9	15.9166666666667	-.556528809433267	14.7255490263978	1
N11896R	0	6	7.08333333333333	.354815799935878	7.35481579993588	12	11.1666666666667	-.464870901207157	10.2701526851048	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N11897S	0	4	7.08333333333333	-.449960725443616	6.55003927455638	-1	 	 	 	7	16	-.842583507483611	14.0704837678625	1
N11899U	0	4	7	-.449960725443616	6.55003927455638	19	11.25	.212907248028511	11.3342643794048	21	15.9166666666667	1.1597993788688	18.6559405776095	1
N11900U	0	5	7.08333333333333	-.047572462753869	6.95242753724613	4	11.1666666666667	-1.23947450033364	9.05402503447619	12	16	-.127446762357751	15.7081469142007	1
N11901V	0	2	7.16666666666667	-1.25473725082311	5.74526274917689	6	11.25	-1.04582360055202	9.35805694713333	8	16.1666666666667	-.699556158458439	14.3980163971302	1
N11902W	1	3	7.08333333333333	-.852348988133363	6.14765101186664	3	11.1666666666667	-1.33629995022445	8.90200907814762	-1	 	 	 	1
N11905Z	0	6	7.16666666666667	.354815799935878	7.35481579993588	5	11.0833333333333	-1.14264905044283	9.20604099080476	11	16	-.270474111382923	15.3806142849331	1
N11906A	1	4	7	-.449960725443616	6.55003927455638	2	11.0833333333333	-1.43312540011526	8.74999312181905	-1	 	 	 	1
N11907B	0	1	7.08333333333333	-1.65712551351286	5.34287448648714	6	11.5	-1.04582360055202	9.35805694713333	-1	 	 	 	1
N11910W	1	7	7.08333333333333	.757204062625625	7.75720406262563	28	11.0833333333333	1.0843362970458	12.7024079863619	20	16	1.01677202984362	18.3284079483419	1
N11911X	1	8	7.16666666666667	1.15959232531537	8.15959232531537	35	11.25	1.76211444628147	13.7665196806619	16	15.9166666666667	.444662633742937	17.0182774312713	1
N11913Z	0	5	7	-.047572462753869	6.95242753724613	1	11.0833333333333	-1.52995085000606	8.59797716549048	11	15.9166666666667	-.270474111382923	15.3806142849331	1
N11914A	1	4	7	-.449960725443616	6.55003927455638	-1	 	 	 	8	16	-.699556158458439	14.3980163971302	1
N11915B	1	7	7.16666666666667	.757204062625625	7.75720406262563	16	11.0833333333333	-.0775691016439184	10.878216510419	8	16	-.699556158458439	14.3980163971302	1
N11916C	1	5	7.33333333333333	-.047572462753869	6.95242753724613	24	11.1666666666667	.69703449748256	12.0943441610476	12	16.25	-.127446762357751	15.7081469142007	1
N11917D	1	2	7	-1.25473725082311	5.74526274917689	7	11.1666666666667	-.948998150661206	9.51007290346191	8	15.9166666666667	-.699556158458439	14.3980163971302	1
N11918E	1	3	7.16666666666667	-.852348988133363	6.14765101186664	-1	 	 	 	-1	 	 	 	1
N11919F	1	3	7	-.852348988133363	6.14765101186664	7	11.1666666666667	-.948998150661206	9.51007290346191	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N11920Y	0	6	7	.354815799935878	7.35481579993588	11	11.1666666666667	-.561696351097967	10.1181367287762	20	16.0833333333333	1.01677202984362	18.3284079483419	1
N11921Z	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	2	11.1666666666667	-1.43312540011526	8.74999312181905	10	16	-.413501460408095	15.0530816556655	1
N11923B	0	9	7	1.56198058800512	8.56198058800512	36	11.25	1.85893989617228	13.9185356369905	30	16.0833333333333	2.44704552009534	21.6037342410183	1
N11924C	1	6	7.16666666666667	.354815799935878	7.35481579993588	25	11.0833333333333	.79385994737337	12.2463601173762	-1	 	 	 	1
N11925D	0	8	7	1.15959232531537	8.15959232531537	32	11.3333333333333	1.47163809660904	13.3104718116762	19	16.0833333333333	.873744680818453	18.0008753190743	1
N11926E	1	4	7.08333333333333	-.449960725443616	6.55003927455638	12	11.1666666666667	-.464870901207157	10.2701526851048	11	16.1666666666667	-.270474111382923	15.3806142849331	1
N11927F	0	4	7	-.449960725443616	6.55003927455638	7	11.0833333333333	-.948998150661206	9.51007290346191	11	15.9166666666667	-.270474111382923	15.3806142849331	1
N11928G	0	6	7	.354815799935878	7.35481579993588	-1	 	 	 	-1	 	 	 	1
N11929H	0	5	7.16666666666667	-.047572462753869	6.95242753724613	-1	 	 	 	-1	 	 	 	1
N11932C	0	6	7	.354815799935878	7.35481579993588	8	11.5	-.852172700770396	9.66208885979048	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N11933D	1	6	7	.354815799935878	7.35481579993588	6	11.1666666666667	-1.04582360055202	9.35805694713333	6	15.9166666666667	-.985610856508783	13.7429511385949	1
N11934E	0	10	7.08333333333333	1.96436885069487	8.96436885069487	-1	 	 	 	-1	 	 	 	1
N11935F	0	0	7.08333333333333	-2.0595137762026	4.94048622379739	0	11.1666666666667	-1.62677629989687	8.44596120916191	4	16.0833333333333	-1.27166555455913	13.0878858800596	1
N11936G	0	3	7	-.852348988133363	6.14765101186664	20	11.1666666666667	.309732697919321	11.4862803357333	-1	 	 	 	1
N11937H	1	8	7.16666666666667	1.15959232531537	8.15959232531537	33	11.0833333333333	1.56846354649985	13.4624877680048	3	16.1666666666667	-1.4146929035843	12.760353250792	1
N11938J	1	5	7.16666666666667	-.047572462753869	6.95242753724613	14	11.25	-.271220001425538	10.5741845977619	12	16.0833333333333	-.127446762357751	15.7081469142007	1
N11939K	0	6	7.08333333333333	.354815799935878	7.35481579993588	14	11.1666666666667	-.271220001425538	10.5741845977619	11	15.9166666666667	-.270474111382923	15.3806142849331	1
N11941D	1	1	7	-1.65712551351286	5.34287448648714	13	11.1666666666667	-.368045451316348	10.4221686414333	-1	 	 	 	1
N11942E	1	3	7.16666666666667	-.852348988133363	6.14765101186664	7	11.25	-.948998150661206	9.51007290346191	9	16.3333333333333	-.556528809433267	14.7255490263978	1
N11943F	1	5	7	-.047572462753869	6.95242753724613	-1	 	 	 	-1	 	 	 	1
N11944G	1	9	7.08333333333333	1.56198058800512	8.56198058800512	33	11.1666666666667	1.56846354649985	13.4624877680048	23	16	1.44585407691914	19.3110058361448	1
N11945H	1	7	7	.757204062625625	7.75720406262563	26	11.1666666666667	.890685397264179	12.3983760737048	21	16	1.1597993788688	18.6559405776095	1
N11947K	0	0	7.08333333333333	-2.0595137762026	4.94048622379739	2	11.1666666666667	-1.43312540011526	8.74999312181905	7	15.8333333333333	-.842583507483611	14.0704837678625	1
N11950E	0	5	7	-.047572462753869	6.95242753724613	16	11.1666666666667	-.0775691016439184	10.878216510419	9	16.4166666666667	-.556528809433267	14.7255490263978	1
N11952G	1	7	7.16666666666667	.757204062625625	7.75720406262563	26	11.1666666666667	.890685397264179	12.3983760737048	24	16.1666666666667	1.58888142594431	19.6385384654125	1
N11953H	1	7	7.08333333333333	.757204062625625	7.75720406262563	27	11.0833333333333	.987510847154989	12.5503920300333	14	16.0833333333333	.158607935692593	16.363212172736	1
N11955K	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	18	11.0833333333333	.116081798137701	11.1822484230762	9	16	-.556528809433267	14.7255490263978	1
N11956L	0	8	7.08333333333333	1.15959232531537	8.15959232531537	-1	 	 	 	-1	 	 	 	1
N11957M	0	5	7.08333333333333	-.047572462753869	6.95242753724613	10	11.0833333333333	-.658521800988777	9.96612077244762	6	16	-.985610856508783	13.7429511385949	1
N11958N	0	3	7	-.852348988133363	6.14765101186664	-1	 	 	 	-1	 	 	 	1
N11959P	0	7	7.08333333333333	.757204062625625	7.75720406262563	25	11.25	.79385994737337	12.2463601173762	28	16	2.160990822045	20.948668982483	1
N11960G	1	7	7.08333333333333	.757204062625625	7.75720406262563	32	11.1666666666667	1.47163809660904	13.3104718116762	-1	 	 	 	1
N11961H	0	5	7	-.047572462753869	6.95242753724613	24	11.1666666666667	.69703449748256	12.0943441610476	6	16	-.985610856508783	13.7429511385949	1
N11962J	0	3	7	-.852348988133363	6.14765101186664	19	11.1666666666667	.212907248028511	11.3342643794048	-1	 	 	 	1
N11963K	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	-1	 	 	 	4	16	-1.27166555455913	13.0878858800596	1
N11966N	1	9	7.5	1.56198058800512	8.56198058800512	18	11.8333333333333	.116081798137701	11.1822484230762	15	16	.301635284717765	16.6907448020037	1
N11967P	1	2	7	-1.25473725082311	5.74526274917689	0	11.1666666666667	-1.62677629989687	8.44596120916191	-1	 	 	 	1
N11968Q	1	4	7.08333333333333	-.449960725443616	6.55003927455638	4	11.1666666666667	-1.23947450033364	9.05402503447619	6	16.3333333333333	-.985610856508783	13.7429511385949	1
N11970J	1	0	7.66666666666667	-2.0595137762026	4.94048622379739	0	11.3333333333333	-1.62677629989687	8.44596120916191	-1	 	 	 	1
N11971K	1	2	7.16666666666667	-1.25473725082311	5.74526274917689	4	11.6666666666667	-1.23947450033364	9.05402503447619	8	16.25	-.699556158458439	14.3980163971302	1
N11972L	1	4	7	-.449960725443616	6.55003927455638	13	11.1666666666667	-.368045451316348	10.4221686414333	-1	 	 	 	1
N11973M	1	6	7.08333333333333	.354815799935878	7.35481579993588	9	11.1666666666667	-.755347250879587	9.81410481611905	-1	 	 	 	1
N11974N	0	6	7	.354815799935878	7.35481579993588	10	11.0833333333333	-.658521800988777	9.96612077244762	2	16.0833333333333	-1.55772025260947	12.4328206215243	1
N11975P	1	9	7.08333333333333	1.56198058800512	8.56198058800512	32	11.1666666666667	1.47163809660904	13.3104718116762	20	16	1.01677202984362	18.3284079483419	1
N11977R	0	4	7.08333333333333	-.449960725443616	6.55003927455638	9	11.25	-.755347250879587	9.81410481611905	5	16.3333333333333	-1.12863820553395	13.4154185093272	1
N11978S	1	5	7	-.047572462753869	6.95242753724613	33	11.0833333333333	1.56846354649985	13.4624877680048	23	15.9166666666667	1.44585407691914	19.3110058361448	1
N11981M	1	3	7.08333333333333	-.852348988133363	6.14765101186664	30	11.3333333333333	1.27798719682742	13.006439899019	9	16.0833333333333	-.556528809433267	14.7255490263978	1
N11982N	0	3	7.08333333333333	-.852348988133363	6.14765101186664	19	11.3333333333333	.212907248028511	11.3342643794048	-1	 	 	 	1
N11983P	1	8	7	1.15959232531537	8.15959232531537	24	11.1666666666667	.69703449748256	12.0943441610476	21	16	1.1597993788688	18.6559405776095	1
N11984Q	1	6	7	.354815799935878	7.35481579993588	19	11.0833333333333	.212907248028511	11.3342643794048	7	16	-.842583507483611	14.0704837678625	1
N11985R	1	7	7	.757204062625625	7.75720406262563	15	11.1666666666667	-.174394551534728	10.7262005540905	4	16	-1.27166555455913	13.0878858800596	1
N11987T	1	2	7	-1.25473725082311	5.74526274917689	3	11.0833333333333	-1.33629995022445	8.90200907814762	-1	 	 	 	1
N11988U	1	9	7	1.56198058800512	8.56198058800512	25	11.0833333333333	.79385994737337	12.2463601173762	-1	 	 	 	1
N11989V	0	5	7	-.047572462753869	6.95242753724613	25	11.0833333333333	.79385994737337	12.2463601173762	18	16.0833333333333	.730717331793281	17.6733426898066	1
N11990N	1	8	7.08333333333333	1.15959232531537	8.15959232531537	14	11.0833333333333	-.271220001425538	10.5741845977619	9	16	-.556528809433267	14.7255490263978	1
