ncdsid	n0sex	n7math	n7age	zn7math	n7mathage	n11math	n11age	zn11math	n11mathage	n16math	n16age	zn16math	n16mathage	x
N10056D	1	1	7.08333333333333	-1.65712551351286	5.34287448648714	7	11.1666666666667	-.948998150661206	9.51007290346191	6	16	-.985610856508783	13.7429511385949	1
N10057E	1	10	7.75	1.96436885069487	8.96436885069487	-1	 	 	 	-1	 	 	 	1
N10058F	1	4	7.33333333333333	-.449960725443616	6.55003927455638	9	11.1666666666667	-.755347250879587	9.81410481611905	6	16.25	-.985610856508783	13.7429511385949	1
N10059G	1	7	7.08333333333333	.757204062625625	7.75720406262563	18	11.0833333333333	.116081798137701	11.1822484230762	8	15.8333333333333	-.699556158458439	14.3980163971302	1
N10064D	1	8	7	1.15959232531537	8.15959232531537	24	11.0833333333333	.69703449748256	12.0943441610476	11	16	-.270474111382923	15.3806142849331	1
N10065E	0	7	7.08333333333333	.757204062625625	7.75720406262563	39	11.1666666666667	2.14941624584471	14.3745835059762	-1	 	 	 	1
N10067G	0	4	7	-.449960725443616	6.55003927455638	11	11.25	-.561696351097967	10.1181367287762	9	16	-.556528809433267	14.7255490263978	1
N10068H	1	4	7.16666666666667	-.449960725443616	6.55003927455638	18	11.1666666666667	.116081798137701	11.1822484230762	-1	 	 	 	1
N10070B	0	8	7	1.15959232531537	8.15959232531537	5	11.0833333333333	-1.14264905044283	9.20604099080476	-1	 	 	 	1
N10071C	0	6	7	.354815799935878	7.35481579993588	16	11.1666666666667	-.0775691016439184	10.878216510419	12	16.25	-.127446762357751	15.7081469142007	1
N10073E	0	7	7.08333333333333	.757204062625625	7.75720406262563	-1	 	 	 	-1	 	 	 	1
N10075G	1	1	7.16666666666667	-1.65712551351286	5.34287448648714	6	11.1666666666667	-1.04582360055202	9.35805694713333	1	16.0833333333333	-1.70074760163464	12.1052879922567	1
N10076H	1	6	7	.354815799935878	7.35481579993588	20	11.1666666666667	.309732697919321	11.4862803357333	-1	 	 	 	1
N10078K	1	5	7	-.047572462753869	6.95242753724613	-1	 	 	 	-1	 	 	 	1
N10079L	1	6	7	.354815799935878	7.35481579993588	15	11.0833333333333	-.174394551534728	10.7262005540905	7	16	-.842583507483611	14.0704837678625	1
N10080D	0	3	7.08333333333333	-.852348988133363	6.14765101186664	31	11.1666666666667	1.37481264671823	13.1584558553476	26	16.1666666666667	1.87493612399466	20.2936037239478	1
N10081E	1	1	7.08333333333333	-1.65712551351286	5.34287448648714	2	11.25	-1.43312540011526	8.74999312181905	-1	 	 	 	1
N10082F	1	3	7.08333333333333	-.852348988133363	6.14765101186664	3	11.0833333333333	-1.33629995022445	8.90200907814762	8	16	-.699556158458439	14.3980163971302	1
N10083G	1	-1	7.08333333333333	 	 	21	11.0833333333333	.40655814781013	11.6382962920619	15	16.25	.301635284717765	16.6907448020037	1
N10085J	0	2	7	-1.25473725082311	5.74526274917689	11	11.0833333333333	-.561696351097967	10.1181367287762	-1	 	 	 	1
N10086K	1	5	7	-.047572462753869	6.95242753724613	29	11.0833333333333	1.18116174693661	12.8544239426905	-1	 	 	 	1
N10087L	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	7	11.1666666666667	-.948998150661206	9.51007290346191	-1	 	 	 	1
N10088M	1	5	7.08333333333333	-.047572462753869	6.95242753724613	8	11.1666666666667	-.852172700770396	9.66208885979048	9	16.0833333333333	-.556528809433267	14.7255490263978	1
N10089N	1	5	7.08333333333333	-.047572462753869	6.95242753724613	27	11.1666666666667	.987510847154989	12.5503920300333	23	15.9166666666667	1.44585407691914	19.3110058361448	1
N10090F	0	7	7.33333333333333	.757204062625625	7.75720406262563	20	11.1666666666667	.309732697919321	11.4862803357333	10	16	-.413501460408095	15.0530816556655	1
N10091G	0	7	7.16666666666667	.757204062625625	7.75720406262563	-1	 	 	 	-1	 	 	 	1
N10092H	1	7	7.08333333333333	.757204062625625	7.75720406262563	30	11.1666666666667	1.27798719682742	13.006439899019	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N10093J	0	7	7	.757204062625625	7.75720406262563	31	11.0833333333333	1.37481264671823	13.1584558553476	21	16	1.1597993788688	18.6559405776095	1
N10094K	0	5	7	-.047572462753869	6.95242753724613	20	11.1666666666667	.309732697919321	11.4862803357333	-1	 	 	 	1
N10095L	0	8	7	1.15959232531537	8.15959232531537	30	11.1666666666667	1.27798719682742	13.006439899019	15	16	.301635284717765	16.6907448020037	1
N10096M	0	3	7	-.852348988133363	6.14765101186664	31	11.0833333333333	1.37481264671823	13.1584558553476	8	16	-.699556158458439	14.3980163971302	1
N10097N	1	7	7	.757204062625625	7.75720406262563	-1	 	 	 	-1	 	 	 	1
N10098P	0	3	7.08333333333333	-.852348988133363	6.14765101186664	8	11.0833333333333	-.852172700770396	9.66208885979048	9	16	-.556528809433267	14.7255490263978	1
N10099Q	1	9	7.16666666666667	1.56198058800512	8.56198058800512	23	11.0833333333333	.60020904759175	11.942328204719	20	16.1666666666667	1.01677202984362	18.3284079483419	1
N10101R	1	0	7.08333333333333	-2.0595137762026	4.94048622379739	7	11.1666666666667	-.948998150661206	9.51007290346191	-1	 	 	 	1
N10102S	1	8	7.08333333333333	1.15959232531537	8.15959232531537	22	11.1666666666667	.50338359770094	11.7903122483905	14	16.25	.158607935692593	16.363212172736	1
N10103T	1	5	7	-.047572462753869	6.95242753724613	7	11.0833333333333	-.948998150661206	9.51007290346191	9	16	-.556528809433267	14.7255490263978	1
N10104U	1	4	7	-.449960725443616	6.55003927455638	-1	 	 	 	-1	 	 	 	1
N10106W	1	5	7	-.047572462753869	6.95242753724613	22	11.1666666666667	.50338359770094	11.7903122483905	14	16	.158607935692593	16.363212172736	1
N10107X	0	3	7.16666666666667	-.852348988133363	6.14765101186664	1	11.1666666666667	-1.52995085000606	8.59797716549048	4	16	-1.27166555455913	13.0878858800596	1
N10108Y	1	3	7.08333333333333	-.852348988133363	6.14765101186664	20	11.1666666666667	.309732697919321	11.4862803357333	14	16.1666666666667	.158607935692593	16.363212172736	1
N10109Z	1	9	7.16666666666667	1.56198058800512	8.56198058800512	24	11.1666666666667	.69703449748256	12.0943441610476	18	16	.730717331793281	17.6733426898066	1
N10110S	0	8	7	1.15959232531537	8.15959232531537	34	11.6666666666667	1.66528899639066	13.6145037243333	18	16	.730717331793281	17.6733426898066	1
N10112U	0	7	7.16666666666667	.757204062625625	7.75720406262563	6	11.1666666666667	-1.04582360055202	9.35805694713333	-1	 	 	 	1
N10114W	0	3	7	-.852348988133363	6.14765101186664	11	11.1666666666667	-.561696351097967	10.1181367287762	11	16	-.270474111382923	15.3806142849331	1
N10115X	1	4	7.16666666666667	-.449960725443616	6.55003927455638	10	11.1666666666667	-.658521800988777	9.96612077244762	11	16	-.270474111382923	15.3806142849331	1
N10116Y	0	0	7.16666666666667	-2.0595137762026	4.94048622379739	8	11.0833333333333	-.852172700770396	9.66208885979048	-1	 	 	 	1
N10117Z	0	5	7.08333333333333	-.047572462753869	6.95242753724613	5	11.3333333333333	-1.14264905044283	9.20604099080476	-1	 	 	 	1
N10118A	1	2	7	-1.25473725082311	5.74526274917689	4	11.1666666666667	-1.23947450033364	9.05402503447619	1	16	-1.70074760163464	12.1052879922567	1
N10121V	1	4	7.33333333333333	-.449960725443616	6.55003927455638	22	11.1666666666667	.50338359770094	11.7903122483905	-1	 	 	 	1
N10122W	0	3	7	-.852348988133363	6.14765101186664	9	11.0833333333333	-.755347250879587	9.81410481611905	10	15.9166666666667	-.413501460408095	15.0530816556655	1
N10123X	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	3	11.1666666666667	-1.33629995022445	8.90200907814762	-1	 	 	 	1
N10124Y	0	2	7.16666666666667	-1.25473725082311	5.74526274917689	1	11.0833333333333	-1.52995085000606	8.59797716549048	-1	 	 	 	1
N10125Z	1	7	7	.757204062625625	7.75720406262563	8	11.1666666666667	-.852172700770396	9.66208885979048	8	16	-.699556158458439	14.3980163971302	1
N10129D	0	1	7.08333333333333	-1.65712551351286	5.34287448648714	0	11.25	-1.62677629989687	8.44596120916191	-1	 	 	 	1
N10130W	0	1	7	-1.65712551351286	5.34287448648714	-1	 	 	 	-1	 	 	 	1
N10131X	1	4	7.08333333333333	-.449960725443616	6.55003927455638	17	11.25	.0192563482468914	11.0302324667476	10	16.0833333333333	-.413501460408095	15.0530816556655	1
N10132Y	1	6	7	.354815799935878	7.35481579993588	12	11.0833333333333	-.464870901207157	10.2701526851048	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N10133Z	0	6	7	.354815799935878	7.35481579993588	20	11.1666666666667	.309732697919321	11.4862803357333	10	16	-.413501460408095	15.0530816556655	1
N10134A	0	2	7.08333333333333	-1.25473725082311	5.74526274917689	2	11.0833333333333	-1.43312540011526	8.74999312181905	-1	 	 	 	1
N10136C	0	7	7.08333333333333	.757204062625625	7.75720406262563	30	11.5833333333333	1.27798719682742	13.006439899019	14	16.0833333333333	.158607935692593	16.363212172736	1
N10137D	0	8	7	1.15959232531537	8.15959232531537	17	11.1666666666667	.0192563482468914	11.0302324667476	19	16	.873744680818453	18.0008753190743	1
N10139F	1	5	7.08333333333333	-.047572462753869	6.95242753724613	14	11.1666666666667	-.271220001425538	10.5741845977619	9	16	-.556528809433267	14.7255490263978	1
N10140Y	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	14	11.25	-.271220001425538	10.5741845977619	13	16	.0155805866674209	16.0356795434684	1
N10141Z	0	10	7.25	1.96436885069487	8.96436885069487	32	11.0833333333333	1.47163809660904	13.3104718116762	-1	 	 	 	1
N10142A	0	5	7	-.047572462753869	6.95242753724613	18	11.0833333333333	.116081798137701	11.1822484230762	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N10143B	1	9	7.16666666666667	1.56198058800512	8.56198058800512	20	11.1666666666667	.309732697919321	11.4862803357333	21	16	1.1597993788688	18.6559405776095	1
N10144C	0	8	7	1.15959232531537	8.15959232531537	16	11.25	-.0775691016439184	10.878216510419	14	16	.158607935692593	16.363212172736	1
N10146E	1	1	7	-1.65712551351286	5.34287448648714	2	11.0833333333333	-1.43312540011526	8.74999312181905	-1	 	 	 	1
N10147F	1	4	7.08333333333333	-.449960725443616	6.55003927455638	9	11.1666666666667	-.755347250879587	9.81410481611905	2	16.25	-1.55772025260947	12.4328206215243	1
N10148G	0	6	7.08333333333333	.354815799935878	7.35481579993588	3	11.1666666666667	-1.33629995022445	8.90200907814762	11	16	-.270474111382923	15.3806142849331	1
N10150A	0	4	7.08333333333333	-.449960725443616	6.55003927455638	5	11.1666666666667	-1.14264905044283	9.20604099080476	7	16	-.842583507483611	14.0704837678625	1
N10151B	0	8	7.33333333333333	1.15959232531537	8.15959232531537	20	11.25	.309732697919321	11.4862803357333	-1	 	 	 	1
N10152C	0	3	7.33333333333333	-.852348988133363	6.14765101186664	1	11.1666666666667	-1.52995085000606	8.59797716549048	7	15.9166666666667	-.842583507483611	14.0704837678625	1
N10154E	0	9	7	1.56198058800512	8.56198058800512	29	11.1666666666667	1.18116174693661	12.8544239426905	15	16	.301635284717765	16.6907448020037	1
N10155F	0	7	7	.757204062625625	7.75720406262563	36	11.0833333333333	1.85893989617228	13.9185356369905	24	16.0833333333333	1.58888142594431	19.6385384654125	1
N10157H	0	5	7.08333333333333	-.047572462753869	6.95242753724613	6	11.1666666666667	-1.04582360055202	9.35805694713333	5	16	-1.12863820553395	13.4154185093272	1
N10158J	0	7	7	.757204062625625	7.75720406262563	29	11.3333333333333	1.18116174693661	12.8544239426905	-1	 	 	 	1
N10159K	1	4	7	-.449960725443616	6.55003927455638	16	11.1666666666667	-.0775691016439184	10.878216510419	11	16.0833333333333	-.270474111382923	15.3806142849331	1
N10160C	1	4	7.33333333333333	-.449960725443616	6.55003927455638	-1	 	 	 	11	15.9166666666667	-.270474111382923	15.3806142849331	1
N10161D	1	1	7.16666666666667	-1.65712551351286	5.34287448648714	13	11.0833333333333	-.368045451316348	10.4221686414333	-1	 	 	 	1
N10162E	0	7	7	.757204062625625	7.75720406262563	2	11.3333333333333	-1.43312540011526	8.74999312181905	7	16.0833333333333	-.842583507483611	14.0704837678625	1
N10163F	0	1	7	-1.65712551351286	5.34287448648714	2	11.0833333333333	-1.43312540011526	8.74999312181905	8	16.3333333333333	-.699556158458439	14.3980163971302	1
N10164G	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	31	11.6666666666667	1.37481264671823	13.1584558553476	-1	 	 	 	1
N10165H	1	3	7.16666666666667	-.852348988133363	6.14765101186664	28	11.3333333333333	1.0843362970458	12.7024079863619	6	16.0833333333333	-.985610856508783	13.7429511385949	1
N10166J	0	2	7	-1.25473725082311	5.74526274917689	6	11.0833333333333	-1.04582360055202	9.35805694713333	13	16	.0155805866674209	16.0356795434684	1
N10167K	0	9	7.08333333333333	1.56198058800512	8.56198058800512	-1	 	 	 	-1	 	 	 	1
N10168L	0	5	7.16666666666667	-.047572462753869	6.95242753724613	32	11.1666666666667	1.47163809660904	13.3104718116762	25	16	1.73190877496948	19.9660710946801	1
N10171F	1	3	7	-.852348988133363	6.14765101186664	9	11.25	-.755347250879587	9.81410481611905	8	16	-.699556158458439	14.3980163971302	1
N10172G	1	5	7.08333333333333	-.047572462753869	6.95242753724613	17	11.1666666666667	.0192563482468914	11.0302324667476	-1	 	 	 	1
N10173H	0	1	7.08333333333333	-1.65712551351286	5.34287448648714	4	11.1666666666667	-1.23947450033364	9.05402503447619	9	16.0833333333333	-.556528809433267	14.7255490263978	1
N10174J	0	7	7.08333333333333	.757204062625625	7.75720406262563	19	11.3333333333333	.212907248028511	11.3342643794048	13	15.9166666666667	.0155805866674209	16.0356795434684	1
N10175K	1	0	7	-2.0595137762026	4.94048622379739	-1	 	 	 	-1	 	 	 	1
N10176L	1	3	7	-.852348988133363	6.14765101186664	-1	 	 	 	-1	 	 	 	1
N10177M	0	7	7.08333333333333	.757204062625625	7.75720406262563	26	11.0833333333333	.890685397264179	12.3983760737048	-1	 	 	 	1
N10178N	1	3	7	-.852348988133363	6.14765101186664	2	11.3333333333333	-1.43312540011526	8.74999312181905	9	16	-.556528809433267	14.7255490263978	1
N10179P	1	3	7	-.852348988133363	6.14765101186664	-1	 	 	 	-1	 	 	 	1
N10180G	0	4	7	-.449960725443616	6.55003927455638	27	11.1666666666667	.987510847154989	12.5503920300333	16	15.9166666666667	.444662633742937	17.0182774312713	1
N10181H	0	3	7.08333333333333	-.852348988133363	6.14765101186664	7	11.1666666666667	-.948998150661206	9.51007290346191	-1	 	 	 	1
N10182J	1	3	7.08333333333333	-.852348988133363	6.14765101186664	3	11.75	-1.33629995022445	8.90200907814762	5	16	-1.12863820553395	13.4154185093272	1
N10183K	0	7	7.08333333333333	.757204062625625	7.75720406262563	-1	 	 	 	29	16.3333333333333	2.30401817107017	21.2762016117507	1
N10184L	0	5	7	-.047572462753869	6.95242753724613	26	11.0833333333333	.890685397264179	12.3983760737048	16	16	.444662633742937	17.0182774312713	1
N10185M	1	2	7	-1.25473725082311	5.74526274917689	6	11.1666666666667	-1.04582360055202	9.35805694713333	8	16	-.699556158458439	14.3980163971302	1
N10186N	0	-1	7.58333333333333	 	 	20	11.1666666666667	.309732697919321	11.4862803357333	-1	 	 	 	1
N10187P	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	17	11.1666666666667	.0192563482468914	11.0302324667476	15	16	.301635284717765	16.6907448020037	1
N10188Q	1	5	7.16666666666667	-.047572462753869	6.95242753724613	4	11.1666666666667	-1.23947450033364	9.05402503447619	5	16.0833333333333	-1.12863820553395	13.4154185093272	1
N10189R	1	5	7.08333333333333	-.047572462753869	6.95242753724613	-1	 	 	 	-1	 	 	 	1
N10192L	1	7	7.08333333333333	.757204062625625	7.75720406262563	10	11.1666666666667	-.658521800988777	9.96612077244762	0	16	-1.84377495065981	11.777755362989	1
N10193M	1	4	7.08333333333333	-.449960725443616	6.55003927455638	29	11.25	1.18116174693661	12.8544239426905	-1	 	 	 	1
N10194N	1	6	7	.354815799935878	7.35481579993588	8	11.1666666666667	-.852172700770396	9.66208885979048	-1	 	 	 	1
N10196Q	1	1	7.08333333333333	-1.65712551351286	5.34287448648714	3	11.25	-1.33629995022445	8.90200907814762	11	16	-.270474111382923	15.3806142849331	1
N10197R	1	6	7	.354815799935878	7.35481579993588	25	11.0833333333333	.79385994737337	12.2463601173762	7	16.0833333333333	-.842583507483611	14.0704837678625	1
N10198S	0	5	7	-.047572462753869	6.95242753724613	15	11.1666666666667	-.174394551534728	10.7262005540905	15	16.25	.301635284717765	16.6907448020037	1
N10201U	1	5	7.16666666666667	-.047572462753869	6.95242753724613	8	11.5	-.852172700770396	9.66208885979048	12	16.1666666666667	-.127446762357751	15.7081469142007	1
N10203W	1	7	7	.757204062625625	7.75720406262563	33	11.0833333333333	1.56846354649985	13.4624877680048	21	16.1666666666667	1.1597993788688	18.6559405776095	1
N10204X	1	7	7	.757204062625625	7.75720406262563	21	11.0833333333333	.40655814781013	11.6382962920619	17	16.0833333333333	.587689982768109	17.345810060539	1
N10206Z	1	5	7.08333333333333	-.047572462753869	6.95242753724613	28	11.25	1.0843362970458	12.7024079863619	-1	 	 	 	1
N10208B	0	10	7.08333333333333	1.96436885069487	8.96436885069487	26	11.1666666666667	.890685397264179	12.3983760737048	20	15.9166666666667	1.01677202984362	18.3284079483419	1
N10209C	0	8	7	1.15959232531537	8.15959232531537	14	11.1666666666667	-.271220001425538	10.5741845977619	-1	 	 	 	1
N10210V	1	4	7	-.449960725443616	6.55003927455638	5	11.1666666666667	-1.14264905044283	9.20604099080476	3	16.25	-1.4146929035843	12.760353250792	1
N10211W	1	7	7	.757204062625625	7.75720406262563	19	11.1666666666667	.212907248028511	11.3342643794048	13	16.0833333333333	.0155805866674209	16.0356795434684	1
N10213Y	1	4	7.16666666666667	-.449960725443616	6.55003927455638	18	11.3333333333333	.116081798137701	11.1822484230762	18	16.0833333333333	.730717331793281	17.6733426898066	1
N10214Z	0	4	7	-.449960725443616	6.55003927455638	5	11.1666666666667	-1.14264905044283	9.20604099080476	11	16.25	-.270474111382923	15.3806142849331	1
N10216B	0	5	7.16666666666667	-.047572462753869	6.95242753724613	28	11.1666666666667	1.0843362970458	12.7024079863619	-1	 	 	 	1
N10217C	0	4	7	-.449960725443616	6.55003927455638	18	11.0833333333333	.116081798137701	11.1822484230762	12	16	-.127446762357751	15.7081469142007	1
N10218D	0	4	7.5	-.449960725443616	6.55003927455638	12	11.0833333333333	-.464870901207157	10.2701526851048	8	16	-.699556158458439	14.3980163971302	1
N10221Y	1	7	7	.757204062625625	7.75720406262563	19	11.1666666666667	.212907248028511	11.3342643794048	-1	 	 	 	1
N10222Z	0	5	7.08333333333333	-.047572462753869	6.95242753724613	22	11.1666666666667	.50338359770094	11.7903122483905	17	15.8333333333333	.587689982768109	17.345810060539	1
N10223A	1	2	7.08333333333333	-1.25473725082311	5.74526274917689	10	11.0833333333333	-.658521800988777	9.96612077244762	5	16.1666666666667	-1.12863820553395	13.4154185093272	1
N10224B	0	6	7.08333333333333	.354815799935878	7.35481579993588	18	11.1666666666667	.116081798137701	11.1822484230762	-1	 	 	 	1
N10225C	1	10	7	1.96436885069487	8.96436885069487	10	11.0833333333333	-.658521800988777	9.96612077244762	12	16	-.127446762357751	15.7081469142007	1
N10226D	0	5	7.08333333333333	-.047572462753869	6.95242753724613	-1	 	 	 	-1	 	 	 	1
N10228F	0	4	7.08333333333333	-.449960725443616	6.55003927455638	22	11.1666666666667	.50338359770094	11.7903122483905	15	15.9166666666667	.301635284717765	16.6907448020037	1
N10229G	1	6	7.25	.354815799935878	7.35481579993588	24	11.1666666666667	.69703449748256	12.0943441610476	-1	 	 	 	1
N10230Z	1	5	7	-.047572462753869	6.95242753724613	32	11.0833333333333	1.47163809660904	13.3104718116762	21	16	1.1597993788688	18.6559405776095	1
N10232B	1	9	7	1.56198058800512	8.56198058800512	23	11.0833333333333	.60020904759175	11.942328204719	-1	 	 	 	1
N10233C	1	8	7.08333333333333	1.15959232531537	8.15959232531537	27	11.0833333333333	.987510847154989	12.5503920300333	16	16	.444662633742937	17.0182774312713	1
N10234D	0	9	7.08333333333333	1.56198058800512	8.56198058800512	25	11.1666666666667	.79385994737337	12.2463601173762	26	15.75	1.87493612399466	20.2936037239478	1
N10235E	0	4	7.08333333333333	-.449960725443616	6.55003927455638	9	11.1666666666667	-.755347250879587	9.81410481611905	-1	 	 	 	1
N10238H	1	3	7.08333333333333	-.852348988133363	6.14765101186664	12	11.3333333333333	-.464870901207157	10.2701526851048	-1	 	 	 	1
N10239J	1	5	7.08333333333333	-.047572462753869	6.95242753724613	19	11.0833333333333	.212907248028511	11.3342643794048	16	16.25	.444662633742937	17.0182774312713	1
N10241C	0	7	7.08333333333333	.757204062625625	7.75720406262563	33	11.3333333333333	1.56846354649985	13.4624877680048	28	16	2.160990822045	20.948668982483	1
N10245G	0	9	7.16666666666667	1.56198058800512	8.56198058800512	-1	 	 	 	-1	 	 	 	1
