bcsid	bsex	b5read	b5age	zb5read	b5readage	b10read	b10age	zb10read	b10readage	b16read	b16age	zb16read	b16readage
B10068H	1	60	5.04931506849315	 	 	52	10.2438356164384	.915827005200509	11.4378483981648	35	17.0356164383562	-.623365341680881	14.5724933675508
B10069J	1	45	5.18082191780822	1.27398950608189	6.27398950608189	 	 	 	 	38	 	-.385611389243201	15.1169499186331
B10073E	0	39	5.00547945205479	.640102044519196	5.6401020445192	42	10.1315068493151	.117598815007373	10.1846301395616	25	 	-1.41587851647315	12.7576381972765
B10074F	0	24	5.16164383561644	-.944616609387539	4.05538339061246	50	10.0904109589041	.756181367161882	11.1872047464442	 	 	 	 
B10075G	0	43	5.13424657534247	1.06269368556099	6.06269368556099	29	10.2684931506849	-.920097832243703	8.55544640337739	 	 	 	 
B10076H	1	32	5.04931506849315	-.0994333273039472	4.90056667269605	 	 	 	 	31	16.1917808219178	-.940370611597787	13.8465512994411
B10077J	1	35	5.42739726027397	.2175104034774	5.2175104034774	53	10.1808219178082	.995649824219823	11.5631702240251	57	16.0246575342466	1.1201636428621	18.5651747421542
B10079L	0	34	5.08767123287671	.111862493216951	5.11186249321695	 	 	 	 	36	16.1068493150685	-.544114024201654	14.7539788845782
B10081E	1	33	5.04657534246575	.00621458295650186	5.0062145829565	41	10.1643835616438	.0377759959880598	10.0593083137013	48	16.2027397260274	.406901785549064	16.9318050889074
B10082F	0	13	5.08219178082192	-2.10674362225248	2.89325637774752	 	 	 	 	 	 	 	 
B10084H	0	30	5.02739726027397	-.310729147824845	4.68927085217515	41	9.97534246575342	.0377759959880598	10.0593083137013	 	 	 	 
B10086K	0	37	5.02465753424658	.428806223998298	5.4288062239983	 	 	 	 	33	16.1123287671233	-.781867976639334	14.2095223334959
B10087L	0	27	5.00821917808219	-.627672878606192	4.37232712139381	51	10.0191780821918	.836004186181195	11.3125265723045	42	16.1890410958904	-.0686061193262952	15.8428919867428
B10088M	1	19	6.29315068493151	-1.47285616068978	3.52714383931022	57	10.2712328767123	1.31494110029708	12.0644575274664	 	 	 	 
B10091G	0	60	5.05205479452055	 	 	51	10.2849315068493	.836004186181195	11.3125265723045	 	 	 	 
B10092H	0	42	5.42739726027397	.957045775300543	5.95704577530054	 	10.2191780821918	 	 	43	16.1095890410959	.0106451981529313	16.0243775037702
B10093J	0	-2	5.07123287671233	 	 	 	 	 	 	 	 	 	 
B10094K	1	20	5.03013698630137	-1.36720825042934	3.63279174957066	51	 	.836004186181195	11.3125265723045	 	16.1068493150685	 	 
B10095L	0	60	5.11506849315068	 	 	33	10.0657534246575	-.600806556166449	9.05673370681868	 	 	 	 
B10096M	0	40	5.06575342465753	.745749954779645	5.74574995477964	34	9.97534246575342	-.520983737147135	9.182055532679	39	16.2876712328767	-.306360071763975	15.2984354356605
B10097N	1	34	5.02191780821918	.111862493216951	5.11186249321695	43	10.1643835616438	.197421634026687	10.3099519654219	 	 	 	 
B10098P	0	30	5.03013698630137	-.310729147824845	4.68927085217515	30	10.0438356164384	-.840275013224389	8.68076822923771	23	16.1123287671233	-1.5743811514316	12.3946671632216
B10099Q	1	42	5.10684931506849	.957045775300543	5.95704577530054	55	10.213698630137	1.15529546225845	11.8138138757458	 	 	 	 
B10100Q	1	35	5.07945205479452	.2175104034774	5.2175104034774	56	10.213698630137	1.23511828127776	11.9391357016061	47	16.1890410958904	.327650468069837	16.7503195718799
B10101R	1	38	5.07945205479452	.534454134258747	5.53445413425875	42	 	.117598815007373	10.1846301395616	 	 	 	 
B10102S	1	32	5.03287671232877	-.0994333273039472	4.90056667269605	35	10.4602739726027	-.441160918127822	9.30737735853932	27	16.1068493150685	-1.25737588151469	13.1206092313314
B10103T	1	37	5.06849315068493	.428806223998298	5.4288062239983	41	10.8	.0377759959880598	10.0593083137013	 	 	 	 
B10104U	1	31	5.02191780821918	-.205081237564396	4.7949187624356	39	9.96438356164384	-.121869642050567	9.80866466198061	26	16.1068493150685	-1.33662719899392	12.9391237143039
B10105V	1	60	5.21643835616438	 	 	49	10.1506849315068	.676358548142568	11.0618829205838	 	 	 	 
B10106W	0	28	5.03013698630137	-.522024968345743	4.47797503165426	49	10.772602739726	.676358548142568	11.0618829205838	 	 	 	 
B10107X	1	-2	5.03013698630137	 	 	40	10.1808219178082	-.0420468230312538	9.93398648784093	56	 	1.04091232538288	18.3836892251268
B10108Y	1	60	5.07671232876712	 	 	62	9.96438356164384	1.71405519539364	12.691066656768	59	16.1068493150685	1.27866627782056	18.9281457762091
B10110S	0	38	5.07945205479452	.534454134258747	5.53445413425875	54	10.0739726027397	1.07547264323914	11.6884920498854	 	 	 	 
B10112U	0	42	5.08767123287671	.957045775300543	5.95704577530054	10	10.041095890411	-2.43673139361066	6.17433171203126	 	 	 	 
B10116Y	1	26	5.01095890410959	-.733320788866641	4.26667921113336	19	10.7643835616438	-1.71832602243684	7.30222814477416	 	 	 	 
B10117Z	0	31	5.03287671232877	-.205081237564396	4.7949187624356	23	10.0986301369863	-1.39903474635958	7.80351544821545	 	 	 	 
B10118A	0	60	5.02191780821918	 	 	21	10.1178082191781	-1.55868038439821	7.55287179649481	 	16.0246575342466	 	 
B10119B	1	60	5.03287671232877	 	 	50	10.2493150684931	.756181367161882	11.1872047464442	34	16.1041095890411	-.702616659160108	14.3910078505234
B10120U	0	33	5.01095890410959	.00621458295650186	5.0062145829565	53	10.0739726027397	.995649824219823	11.5631702240251	 	 	 	 
B10124Y	1	47	5.1041095890411	1.48528532660279	6.48528532660279	54	10.0657534246575	1.07547264323914	11.6884920498854	 	 	 	 
B10125Z	0	28	5.08219178082192	-.522024968345743	4.47797503165426	28	10.0958904109589	-.999920651263017	8.43012457751706	 	 	 	 
B10126A	0	44	5.08219178082192	1.16834159582144	6.16834159582144	 	 	 	 	52	16.1041095890411	.72390705546597	17.6577471570171
B10127B	0	30	5.00821917808219	-.310729147824845	4.68927085217515	45	10.5123287671233	.357067272065314	10.5605956171425	40	16.2	-.227108754284748	15.4799209526879
B10130W	0	38	5.0958904109589	.534454134258747	5.53445413425875	29	10.0438356164384	-.920097832243703	8.55544640337739	58	 	1.19941496034133	18.7466602591816
B10131X	0	41	5.11780821917808	.851397865040094	5.85139786504009	 	 	 	 	30	16.2712328767123	-1.01962192907701	13.6650657824136
B10135B	1	31	5.24931506849315	-.205081237564396	4.7949187624356	31	10.4794520547945	-.760452194205076	8.80609005509803	19	16.1068493150685	-1.89138642134851	11.6687250951119
B10136C	0	45	5.07945205479452	1.27398950608189	6.27398950608189	 	 	 	 	 	 	 	 
B10137D	0	30	5.02739726027397	-.310729147824845	4.68927085217515	25	10.5041095890411	-1.23938910832096	8.0541590999361	32	16.2767123287671	-.861119294118561	14.0280368164685
B10138E	0	43	5.03287671232877	1.06269368556099	6.06269368556099	51	9.96986301369863	.836004186181195	11.3125265723045	46	16.0246575342466	.248399150590611	16.5688340548525
B10139F	1	40	4.95068493150685	.745749954779645	5.74574995477964	35	9.95342465753425	-.441160918127822	9.30737735853932	 	16.1178082191781	 	 
B10140Y	0	34	5.08767123287671	.111862493216951	5.11186249321695	51	10.027397260274	.836004186181195	11.3125265723045	 	 	 	 
B10141Z	0	60	5.62191780821918	 	 	52	10.1835616438356	.915827005200509	11.4378483981648	41	 	-.147857436805522	15.6614064697154
B10142A	0	49	5.06575342465753	1.69658114712369	6.69658114712369	46	10.1150684931507	.436890091084628	10.6859174430029	 	 	 	 
B10144C	0	36	5.29041095890411	.323158313737849	5.32315831373785	22	10.0493150684932	-1.4788575653789	7.67819362235513	 	 	 	 
B10147F	1	42	5.07123287671233	.957045775300543	5.95704577530054	32	10.2328767123288	-.680629375185762	8.93141188095835	 	 	 	 
B10149H	0	29	4.95068493150685	-.416377058085294	4.58362294191471	31	10.2849315068493	-.760452194205076	8.80609005509803	 	 	 	 
B10150A	1	11	5.13972602739726	-2.31803944277338	2.68196055722662	27	9.95068493150685	-1.07974347028233	8.30480275165674	 	 	 	 
B10151B	0	43	5.02191780821918	1.06269368556099	6.06269368556099	14	10.1123287671233	-2.11744011753341	6.67561901547255	15	 	-2.20839169126541	10.9427830270022
B10154E	1	24	5.06575342465753	-.944616609387539	4.05538339061246	34	10.172602739726	-.520983737147135	9.182055532679	 	 	 	 
B10157H	0	-2	5.07123287671233	 	 	52	10.1095890410959	.915827005200509	11.4378483981648	54	 	.882409690424423	18.0207181910719
B10158J	0	35	5.01095890410959	.2175104034774	5.2175104034774	33	10.213698630137	-.600806556166449	9.05673370681868	 	 	 	 
B10161D	1	60	5.11780821917808	 	 	 	10.1753424657534	 	 	35	 	-.623365341680881	14.5724933675508
B10163F	1	39	5.06575342465753	.640102044519196	5.6401020445192	29	10.1041095890411	-.920097832243703	8.55544640337739	 	 	 	 
B10164G	0	26	5.23013698630137	-.733320788866641	4.26667921113336	37	10.2	-.281515280089195	9.55802101025997	44	17.0219178082192	.0898965156321579	16.2058630207976
B10165H	0	7	5.06301369863014	-2.74063108381517	2.25936891618483	32	10.1616438356164	-.680629375185762	8.93141188095835	 	 	 	 
B10166J	0	17	5.04109589041096	-1.68415198121068	3.31584801878932	36	10.2465753424658	-.361338099108508	9.43269918439964	44	 	.0898965156321579	16.2058630207976
B10167K	0	25	5.07123287671233	-.83896869912709	4.16103130087291	 	10.1808219178082	 	 	 	 	 	 
B10168L	0	43	5.04109589041096	1.06269368556099	6.06269368556099	48	9.97534246575342	.596535729123255	10.9365610947235	14	16.2767123287671	-2.28764300874464	10.7612975099748
B10169M	1	18	5.02191780821918	-1.57850407095023	3.42149592904977	18	10.0438356164384	-1.79814884145615	7.17690631891384	 	 	 	 
B10170E	1	44	5.03013698630137	1.16834159582144	6.16834159582144	48	10.0520547945205	.596535729123255	10.9365610947235	 	 	 	 
B10171F	0	31	5.02739726027397	-.205081237564396	4.7949187624356	38	10.0876712328767	-.201692461069881	9.68334283612029	 	 	 	 
B10172G	0	60	5.02465753424658	 	 	 	 	 	 	39	16.2821917808219	-.306360071763975	15.2984354356605
B10175K	1	17	5.06575342465753	-1.68415198121068	3.31584801878932	24	 	-1.31921192734027	7.92883727407578	 	 	 	 
B10177M	0	26	5.06575342465753	-.733320788866641	4.26667921113336	26	10.2356164383562	-1.15956628930164	8.17948092579642	25	16.0219178082192	-1.41587851647315	12.7576381972765
B10179P	1	60	5.02191780821918	 	 	52	10.0712328767123	.915827005200509	11.4378483981648	 	 	 	 
B10181H	1	34	4.96712328767123	.111862493216951	5.11186249321695	51	10.0630136986301	.836004186181195	11.3125265723045	 	 	 	 
B10182J	0	39	5.04109589041096	.640102044519196	5.6401020445192	38	10.0493150684932	-.201692461069881	9.68334283612029	 	 	 	 
B10183K	0	39	5.11780821917808	.640102044519196	5.6401020445192	59	9.97534246575342	1.4745867383357	12.3151011791871	 	 	 	 
B10184L	0	46	5.02465753424658	1.37963741634234	6.37963741634234	49	10.6438356164384	.676358548142568	11.0618829205838	 	 	 	 
B10185M	0	43	5.13698630136986	1.06269368556099	6.06269368556099	49	10.1835616438356	.676358548142568	11.0618829205838	40	16.1095890410959	-.227108754284748	15.4799209526879
B10186N	0	35	5.02191780821918	.2175104034774	5.2175104034774	47	9.95616438356164	.516712910103941	10.8112392688632	46	17.1123287671233	.248399150590611	16.5688340548525
B10187P	0	60	5.02465753424658	 	 	 	 	 	 	 	17.0219178082192	 	 
B10188Q	1	-2	5.17808219178082	 	 	 	 	 	 	 	 	 	 
B10189R	1	60	5.87397260273973	 	 	 	10.5780821917808	 	 	47	16.1041095890411	.327650468069837	16.7503195718799
B10190J	1	21	4.96438356164384	-1.26156034016889	3.73843965983111	39	10.0301369863014	-.121869642050567	9.80866466198061	 	 	 	 
B10191K	1	17	5.01369863013699	-1.68415198121068	3.31584801878932	26	9.96986301369863	-1.15956628930164	8.17948092579642	 	 	 	 
B10195P	1	-2	5.08493150684932	 	 	 	 	 	 	36	16.1205479452055	-.544114024201654	14.7539788845782
B10197R	1	36	5.08219178082192	.323158313737849	5.32315831373785	 	 	 	 	26	16.1095890410959	-1.33662719899392	12.9391237143039
B10198S	1	43	5.00547945205479	1.06269368556099	6.06269368556099	45	 	.357067272065314	10.5605956171425	 	 	 	 
B10199T	1	30	5.02739726027397	-.310729147824845	4.68927085217515	34	10.0986301369863	-.520983737147135	9.182055532679	42	16.1095890410959	-.0686061193262952	15.8428919867428
B10200T	0	39	5.1013698630137	.640102044519196	5.6401020445192	53	10.5561643835616	.995649824219823	11.5631702240251	 	 	 	 
B10201U	1	24	5.08219178082192	-.944616609387539	4.05538339061246	 	 	 	 	57	16.7041095890411	1.1201636428621	18.5651747421542
B10202V	1	47	4.96438356164384	1.48528532660279	6.48528532660279	55	10.0547945205479	1.15529546225845	11.8138138757458	44	16.2821917808219	.0898965156321579	16.2058630207976
B10203W	0	60	6.06575342465753	 	 	39	 	-.121869642050567	9.80866466198061	 	 	 	 
B10204X	0	44	5.12054794520548	1.16834159582144	6.16834159582144	 	 	 	 	51	16.1150684931507	.644655737986744	17.4762616399896
B10207A	1	38	5.02191780821918	.534454134258747	5.53445413425875	 	 	 	 	47	15.7780821917808	.327650468069837	16.7503195718799
B10208B	1	41	5.02191780821918	.851397865040094	5.85139786504009	52	10.6904109589041	.915827005200509	11.4378483981648	59	16.1917808219178	1.27866627782056	18.9281457762091
B10210V	0	17	5.02191780821918	-1.68415198121068	3.31584801878932	43	10.2821917808219	.197421634026687	10.3099519654219	33	 	-.781867976639334	14.2095223334959
B10211W	1	35	5.37260273972603	.2175104034774	5.2175104034774	26	 	-1.15956628930164	8.17948092579642	 	 	 	 
B10213Y	1	39	5.01095890410959	.640102044519196	5.6401020445192	 	 	 	 	51	16.372602739726	.644655737986744	17.4762616399896
B10214Z	1	41	5.52602739726027	.851397865040094	5.85139786504009	51	9.93698630136986	.836004186181195	11.3125265723045	47	17.1095890410959	.327650468069837	16.7503195718799
B10216B	0	37	5.04109589041096	.428806223998298	5.4288062239983	55	10.1123287671233	1.15529546225845	11.8138138757458	59	16.1890410958904	1.27866627782056	18.9281457762091
B10218D	0	30	5.02739726027397	-.310729147824845	4.68927085217515	3	10.1013698630137	-2.99549112674586	5.29707893100901	 	 	 	 
B10219E	1	37	5.03013698630137	.428806223998298	5.4288062239983	53	 	.995649824219823	11.5631702240251	 	 	 	 
B10220X	1	41	5.06849315068493	.851397865040094	5.85139786504009	22	10.6164383561644	-1.4788575653789	7.67819362235513	36	16.1178082191781	-.544114024201654	14.7539788845782
B10221Y	0	32	5.02465753424658	-.0994333273039472	4.90056667269605	31	10.2876712328767	-.760452194205076	8.80609005509803	 	 	 	 
B10223A	1	13	5.03013698630137	-2.10674362225248	2.89325637774752	19	9.98904109589041	-1.71832602243684	7.30222814477416	 	 	 	 
B10224B	1	34	5.52054794520548	.111862493216951	5.11186249321695	28	10.0794520547945	-.999920651263017	8.43012457751706	 	 	 	 
B10227E	1	60	5.23287671232877	 	 	47	10.2712328767123	.516712910103941	10.8112392688632	47	16.613698630137	.327650468069837	16.7503195718799
B10228F	0	33	5.63835616438356	.00621458295650186	5.0062145829565	59	10.5890410958904	1.4745867383357	12.3151011791871	52	16.1095890410959	.72390705546597	17.6577471570171
B10229G	0	24	5.21095890410959	-.944616609387539	4.05538339061246	32	10.1945205479452	-.680629375185762	8.93141188095835	 	 	 	 
B10233C	1	38	4.95068493150685	.534454134258747	5.53445413425875	40	9.97260273972603	-.0420468230312538	9.93398648784093	6	 	-2.92165354857845	9.30941337375535
B10234D	1	-3	5.06301369863014	 	 	 	 	 	 	 	 	 	 
B10235E	1	0	5.06575342465753	 	 	 	 	 	 	 	 	 	 
B10236F	0	42	5.04931506849315	.957045775300543	5.95704577530054	 	 	 	 	25	16.1041095890411	-1.41587851647315	12.7576381972765
B10237G	1	-3	5.06849315068493	 	 	26	10.0821917808219	-1.15956628930164	8.17948092579642	31	16.2054794520548	-.940370611597787	13.8465512994411
B10242D	0	22	5.02191780821918	-1.15591242990844	3.84408757009156	49	 	.676358548142568	11.0618829205838	 	 	 	 
B10243E	0	42	5.03287671232877	.957045775300543	5.95704577530054	42	10.0602739726027	.117598815007373	10.1846301395616	43	16.2767123287671	.0106451981529313	16.0243775037702
B10244F	0	35	5.07945205479452	.2175104034774	5.2175104034774	43	10.0520547945205	.197421634026687	10.3099519654219	 	 	 	 
B10245G	0	23	5.06849315068493	-1.05026451964799	3.94973548035201	14	10.0684931506849	-2.11744011753341	6.67561901547255	 	 	 	 
B10246H	1	32	5.40821917808219	-.0994333273039472	4.90056667269605	 	10.5397260273973	 	 	 	 	 	 
B10250D	0	24	5.02739726027397	-.944616609387539	4.05538339061246	44	9.96712328767123	.277244453046	10.4352737912822	 	 	 	 
B10251E	0	24	5.02465753424658	-.944616609387539	4.05538339061246	 	 	 	 	 	 	 	 
B10254H	1	23	5.03287671232877	-1.05026451964799	3.94973548035201	27	10.0739726027397	-1.07974347028233	8.30480275165674	 	 	 	 
B10255J	1	35	5.16164383561644	.2175104034774	5.2175104034774	27	 	-1.07974347028233	8.30480275165674	 	 	 	 
B10256K	0	13	5.00547945205479	-2.10674362225248	2.89325637774752	34	9.97808219178082	-.520983737147135	9.182055532679	 	 	 	 
B10257L	0	32	5.00821917808219	-.0994333273039472	4.90056667269605	38	9.96164383561644	-.201692461069881	9.68334283612029	33	16.9479452054795	-.781867976639334	14.2095223334959
B10258M	1	43	5.03287671232877	1.06269368556099	6.06269368556099	43	10.1835616438356	.197421634026687	10.3099519654219	 	 	 	 
B10260F	0	15	5.02739726027397	-1.89544780173158	3.10455219826842	2	9.97534246575342	-3.07531394576517	5.17175710514868	 	 	 	 
B10262H	1	38	5.23013698630137	.534454134258747	5.53445413425875	 	 	 	 	38	 	-.385611389243201	15.1169499186331
B10263J	0	29	5.08219178082192	-.416377058085294	4.58362294191471	19	10.6931506849315	-1.71832602243684	7.30222814477416	 	 	 	 
B10264K	0	44	5.96712328767123	1.16834159582144	6.16834159582144	58	10.0931506849315	1.39476391931639	12.1897793533267	 	 	 	 
B10266M	0	-3	4.94246575342466	 	 	47	10.0465753424658	.516712910103941	10.8112392688632	33	 	-.781867976639334	14.2095223334959
B10267N	1	29	5.02465753424658	-.416377058085294	4.58362294191471	36	10.6794520547945	-.361338099108508	9.43269918439964	38	17.027397260274	-.385611389243201	15.1169499186331
B10268P	0	60	5.42465753424658	 	 	62	10.2027397260274	1.71405519539364	12.691066656768	 	 	 	 
B10269Q	1	36	5.08493150684932	.323158313737849	5.32315831373785	 	 	 	 	31	16.1095890410959	-.940370611597787	13.8465512994411
B10271J	1	-2	5.02465753424658	 	 	45	10.1342465753425	.357067272065314	10.5605956171425	 	 	 	 
B10272K	0	22	5.08219178082192	-1.15591242990844	3.84408757009156	49	10.1013698630137	.676358548142568	11.0618829205838	 	 	 	 
B10273L	1	26	5.02191780821918	-.733320788866641	4.26667921113336	37	10.0465753424658	-.281515280089195	9.55802101025997	 	 	 	 
B10274M	0	60	5.14246575342466	 	 	49	10.0712328767123	.676358548142568	11.0618829205838	 	 	 	 
B10277Q	0	14	4.96164383561644	-2.00109571199203	2.99890428800797	 	 	 	 	 	 	 	 
B10278R	1	41	5.04657534246575	.851397865040094	5.85139786504009	47	 	.516712910103941	10.8112392688632	 	 	 	 
B10280K	1	10	5.06575342465753	-2.42368735303383	2.57631264696617	24	10.1095890410959	-1.31921192734027	7.92883727407578	22	16.1150684931507	-1.65363246891083	12.2131816461942
B10281L	1	30	5.04109589041096	-.310729147824845	4.68927085217515	40	10.0794520547945	-.0420468230312538	9.93398648784093	14	 	-2.28764300874464	10.7612975099748
B10282M	1	31	5.06849315068493	-.205081237564396	4.7949187624356	21	10.0684931506849	-1.55868038439821	7.55287179649481	 	 	 	 
B10284P	1	30	5.08493150684932	-.310729147824845	4.68927085217515	51	10.1178082191781	.836004186181195	11.3125265723045	36	16.2054794520548	-.544114024201654	14.7539788845782
B10289U	1	39	5.06849315068493	.640102044519196	5.6401020445192	 	 	 	 	42	16.6986301369863	-.0686061193262952	15.8428919867428
B10290M	0	29	5.03287671232877	-.416377058085294	4.58362294191471	27	 	-1.07974347028233	8.30480275165674	 	 	 	 
B10291N	0	45	5.03013698630137	1.27398950608189	6.27398950608189	 	 	 	 	 	 	 	 
B10292P	1	0	5.04657534246575	 	 	30	10.0520547945205	-.840275013224389	8.68076822923771	 	 	 	 
B10293Q	0	41	5.0958904109589	.851397865040094	5.85139786504009	40	10.2219178082192	-.0420468230312538	9.93398648784093	 	 	 	 
B10294R	1	60	5.03287671232877	 	 	51	10.241095890411	.836004186181195	11.3125265723045	47	16.2849315068493	.327650468069837	16.7503195718799
B10296T	1	60	5.04657534246575	 	 	54	10.2191780821918	1.07547264323914	11.6884920498854	46	16.1972602739726	.248399150590611	16.5688340548525
B10299W	0	27	5.04657534246575	-.627672878606192	4.37232712139381	 	 	 	 	 	 	 	 
B10301X	0	60	5.01369863013699	 	 	 	 	 	 	 	 	 	 
B10304A	1	20	5.04657534246575	-1.36720825042934	3.63279174957066	23	9.97534246575342	-1.39903474635958	7.80351544821545	33	16.1972602739726	-.781867976639334	14.2095223334959
B10305B	0	38	5.12602739726027	.534454134258747	5.53445413425875	59	10.186301369863	1.4745867383357	12.3151011791871	47	16.1095890410959	.327650468069837	16.7503195718799
B10306C	0	60	5.05205479452055	 	 	 	 	 	 	 	 	 	 
B10307D	1	40	5.1041095890411	.745749954779645	5.74574995477964	46	10.2986301369863	.436890091084628	10.6859174430029	 	 	 	 
B10308E	1	20	5.06575342465753	-1.36720825042934	3.63279174957066	14	10.2739726027397	-2.11744011753341	6.67561901547255	 	 	 	 
B10309F	1	60	5.06301369863014	 	 	62	10.0520547945205	1.71405519539364	12.691066656768	 	 	 	 
B10311Z	1	31	5.0986301369863	-.205081237564396	4.7949187624356	 	 	 	 	 	 	 	 
B10312A	0	43	5.07945205479452	1.06269368556099	6.06269368556099	 	 	 	 	38	16.2054794520548	-.385611389243201	15.1169499186331
B10313B	1	36	5.04383561643836	.323158313737849	5.32315831373785	 	 	 	 	 	 	 	 
B10314C	0	30	5.02191780821918	-.310729147824845	4.68927085217515	45	9.97260273972603	.357067272065314	10.5605956171425	 	17.0356164383562	 	 
B10315D	1	46	5.29315068493151	1.37963741634234	6.37963741634234	39	10.1835616438356	-.121869642050567	9.80866466198061	 	 	 	 
B10316E	1	20	5.02739726027397	-1.36720825042934	3.63279174957066	 	 	 	 	 	 	 	 
B10317F	1	13	5.13972602739726	-2.10674362225248	2.89325637774752	 	 	 	 	 	 	 	 
B10321B	0	40	5.07123287671233	.745749954779645	5.74574995477964	49	10.0575342465753	.676358548142568	11.0618829205838	35	17.0383561643836	-.623365341680881	14.5724933675508
